QCH,20080702045410.66,P,0.960420966148,495260.867528,58559.8553698
XCO,20080702040654.88,P,0.931146621704,591007.399802,28818.4879279
PWU,20080728051058.26,S,0.9999781847,71.02978331,39309.5881203
YZP,20080720091626.58,S,0.999976158142,99.6744817743,2736.09613723
JMG,20080726195910.98,S,0.999975085258,109.048753174,13126.6178937
QCH,20080709154037.27,P,0.999974191189,699.217551153,54106.2142309
PWU,20080701082752.77,S,0.999972999096,1851.76483051,84471.8874159
JMG,20080731033613.87,S,0.999968111515,2957.54099411,9594.67866601
PWU,20080719203544.90,S,0.99996727705,3413.48107323,84731.6888561
MXI,20080726074008.01,P,0.999962449074,6200.28346074,14601.4732703
MXI,20080719033050.22,S,0.99995714426,6239.13175291,12160.4453717
QCH,20080724074249.94,P,0.999954521656,11710.3682176,277996.938548
PWU,20080718004809.17,S,0.999953269958,12424.6305256,36388.0865911
QCH,20080713190702.85,S,0.999943733215,19702.3691147,249639.659619
WXT,20080731034334.65,P,0.999941170216,21841.9893235,16839.7696893
PWU,20080705074557.00,P,0.999941051006,25264.3308367,15564.3282607
MXI,20080723051125.12,P,0.999934673309,27674.2360542,86102.7532179
PWU,20080714231311.08,P,0.999917507172,30118.6623174,13110.5835581
PWU,20080724225948.41,S,0.999911189079,33152.8984597,222017.7438
MXI,20080727133223.37,S,0.999902784824,35860.1146181,229356.001836
MXI,20080730051610.95,S,0.999864339828,36854.7078431,166660.855688
MXI,20080714040232.95,P,0.999852180481,62511.0288176,235839.586988
QCH,20080715214304.49,P,0.999789118767,65565.0532995,43148.022141
QCH,20080709052435.90,S,0.999756455421,66147.1695317,17003.9813259
QCH,20080702043225.17,S,0.999747395515,88375.611501,57668.8873468
PWU,20080713023412.43,P,0.999724447727,107008.524294,49719.1586307
PWU,20080716005730.34,P,0.999557554722,113002.743805,99881.604592
QCH,20080731004049.33,P,0.998874604702,273869.976009,200772.849143
QCH,20080725205959.91,S,0.953569769859,350205.185147,9712.80297328
YZP,20080727170734.44,P,0.887121558189,353139.180656,136513.315067
PWU,20080724021309.36,S,0.999975323677,97.6554881014,29835.0586405
PWU,20080723202947.45,S,0.999973475933,266.587132209,31309.2943531
JMG,20080704205108.16,S,0.999972701073,1516.38421977,14022.2159745
HSH,20080727001633.09,S,0.99996727705,1852.53766233,221947.130446
PWU,20080702213819.97,P,0.999966740608,2023.40519368,18168.5272446
QCH,20080725124747.16,P,0.999964594841,2648.94074163,5888.86311773
MXI,20080725011319.04,P,0.999963998795,2853.85580644,8393.81647798
PWU,20080725213642.10,P,0.999962925911,3323.04712197,34798.1009045
JMG,20080722054646.85,S,0.999962687492,3352.37272729,27296.4306341
JMG,20080717022353.89,P,0.999961197376,4628.48871055,9157.04973192
PWU,20080702100403.36,P,0.999956965446,5718.55420113,17325.7049237
MXI,20080704121830.82,S,0.999955892563,6159.72547903,46890.2681683
PWU,20080711032437.93,S,0.999954521656,6445.75125624,282843.247632
HSH,20080719033050.42,S,0.999951422215,6919.43317072,11523.7060376
MXI,20080714005751.11,P,0.999951064587,7477.67566593,17634.6644252
PWU,20080731031113.05,P,0.999947845936,9681.42793932,6139.24022075
QCH,20080714080211.03,P,0.999946832657,12097.2523969,33336.9929183
MXI,20080703051620.82,S,0.999943614006,15156.7904166,121185.755034
MXI,20080722170645.99,P,0.999939858913,19803.3163776,46507.767089
MXI,20080731012023.93,S,0.999932825565,20051.6836543,7898.48360036
PWU,20080709193515.06,S,0.999930679798,20808.5355248,98085.2651674
QCH,20080710045043.41,P,0.999930262566,23660.524607,9354.15895918
PWU,20080716055913.15,P,0.999927997589,26612.1299138,96849.2217896
MXI,20080704213355.55,P,0.999907672405,29945.2002648,86884.4412872
PWU,20080727212332.18,P,0.999906182289,32764.9624449,68691.1780311
MXI,20080721012627.29,P,0.999893546104,33802.5037572,24070.75445
MXI,20080708222852.90,S,0.999887704849,34112.9872926,81091.3653875
PWU,20080714001052.97,P,0.999847054482,34720.7237257,181658.731593
MXI,20080716021838.40,P,0.999832987785,37008.7450546,6755.40116852
PWU,20080712040321.85,S,0.999820351601,57471.3054136,37920.7745719
PWU,20080713033835.82,P,0.999690413475,64176.6023826,20649.3560074
PWU,20080715150641.06,P,0.999664306641,65454.0909035,132181.971716
MXI,20080709042320.14,S,0.999651908875,87028.5585309,22507.866405
MXI,20080730043821.48,P,0.999492406845,107124.518378,44551.1612084
QCH,20080707062239.18,P,0.999366879463,109144.35187,42424.8831892
QCH,20080722054239.09,P,0.998851656914,158460.904712,183349.659093
YZP,20080704014239.41,S,0.99863755703,176189.614561,167567.649761
WXT,20080705022035.71,S,0.998475134373,217611.248171,118706.477336
YZP,20080707034207.55,P,0.993627309799,249992.565077,103297.005432
QCH,20080709204909.34,P,0.940491259098,258716.774105,181194.882832
QCH,20080731004052.22,S,0.930651783943,273869.976009,200772.849143
YZP,20080727170736.46,S,0.815159142017,353139.180656,136513.315067
YZP,20080706042108.26,P,0.999974191189,46.217409448,2519.57509723
WDT,20080712022806.66,S,0.999972581863,624.448411356,1909.01071922
QCH,20080709225736.08,P,0.999972105026,818.375606083,17800.690762
QCH,20080731041202.50,S,0.999971568584,843.859294576,3591.20163872
JMG,20080731181819.69,S,0.999970912933,1270.91191936,56303.4346297
MXI,20080720183314.15,P,0.999970674515,1345.88410574,26163.165876
MXI,20080728223930.80,P,0.999966681004,1669.71076049,6559.11534945
PWU,20080702022756.42,S,0.999965190887,1707.77827561,53422.2230523
PWU,20080729042241.82,S,0.999964952469,1766.40206564,3180.0084218
QCH,20080724225240.47,P,0.999963581562,1795.8078422,11408.5967696
PWU,20080710042035.98,S,0.999963343143,2388.88469906,3240.73216897
PWU,20080706194805.12,P,0.999963223934,2478.55936332,8619.55331136
MXI,20080727152553.93,S,0.999961733818,2564.2046266,20579.5038763
MXI,20080730210654.93,S,0.999961316586,3008.61043512,30945.006376
MXI,20080727225744.16,P,0.999960958958,3024.66523345,29840.8411424
PWU,20080712060529.06,S,0.999960064888,3710.87209564,11278.2343031
JMG,20080731033345.21,S,0.999953746796,5456.30247857,3390.30642378
MXI,20080704214512.44,P,0.999952971935,5529.27442119,25975.2151317
MXI,20080708025214.14,S,0.999952018261,5925.15934224,13255.0342062
PWU,20080707161437.98,P,0.999951303005,6723.92714146,43444.6443144
QCH,20080711020510.43,P,0.999950528145,7222.60255654,4491.67256639
MXI,20080727203811.01,P,0.999947667122,8233.47496923,93689.1388639
PWU,20080718003739.58,S,0.999942839146,10214.4997848,21313.6662926
QCH,20080716090421.93,P,0.999941289425,14966.0881577,550900.850431
MXI,20080705003006.89,S,0.999936342239,19508.4628209,18093.8163093
PWU,20080724154117.09,P,0.999930024147,20102.6014318,40953.2773589
PWU,20080703215201.38,P,0.999920010567,22951.5524361,91789.5958801
MXI,20080720011105.93,S,0.999909520149,25106.9345269,4266.67980715
WXT,20080708010347.34,P,0.999905049801,27726.1663277,30661.0870866
MXI,20080704213359.63,S,0.999902963638,29945.2002648,86884.4412872
MXI,20080728051609.01,S,0.999896764755,31588.6563417,29134.1707588
PWU,20080709131905.41,P,0.999883651733,33803.626227,72877.8855585
PWU,20080725015636.00,P,0.999818444252,40426.4234498,65382.2255591
MXI,20080709044217.77,P,0.999798476696,43484.7195616,25879.1411922
WXT,20080705025226.00,P,0.999755859375,51548.5616403,249897.409072
PWU,20080712040318.44,P,0.999713242054,57471.3054136,37920.7745719
MXI,20080720041126.49,S,0.999463677406,76293.1371494,150583.685029
PWU,20080727164913.26,P,0.999442338943,101605.787777,626101.436716
MXI,20080716222446.53,P,0.998561024666,124634.11841,95459.0838439
MXI,20080717225734.67,S,0.998409152031,201291.960688,62327.1949027
QCH,20080707053817.47,P,0.997496247292,204142.32568,47412.2004062
YZP,20080704075238.33,S,0.945263981819,208075.933982,254723.851665
QCH,20080729021010.63,P,0.923077106476,270211.240106,246747.144358
QCH,20080725205959.41,P,0.807575464249,350205.185147,9712.80297328
SPA,20080726043849.13,S,0.999972522259,47.3999003191,2149.0377388
QCH,20080727184110.04,P,0.99997228384,576.582783656,10012.6530561
MXI,20080709091922.33,S,0.999971210957,610.570519385,59907.5623989
WXT,20080723005236.29,P,0.999970674515,933.388703602,11315.4613957
JMG,20080713051409.42,S,0.99996727705,1095.69807129,3623.21624939
QCH,20080721011344.98,S,0.99996650219,1488.02915634,4205.79263311
PWU,20080718055138.48,P,0.999965667725,1575.04504085,3111.09516069
MXI,20080726042636.92,S,0.999964296818,1748.61924462,7620.17444626
PWU,20080708105606.11,P,0.999962687492,2179.90824382,19412.2297808
PWU,20080702070705.08,P,0.999961912632,2308.72335775,40554.7324895
MXI,20080720145135.73,S,0.999960958958,2457.49519058,30781.507791
QCH,20080719011152.87,S,0.999959170818,2957.88353789,20106.8331002
MXI,20080730013242.01,S,0.999957978725,3161.998251,4820.06516753
JMG,20080718042110.38,S,0.999956429005,3391.67299508,66162.2772561
MXI,20080728143715.01,S,0.999954521656,3448.01692757,28064.4195522
QCH,20080709021817.69,S,0.999954164028,3501.62358987,4395.78276305
PWU,20080727043544.01,S,0.999950706959,5074.37828797,47669.850228
PWU,20080705073648.26,S,0.999950408936,6826.90072612,62232.1665187
PWU,20080719053438.16,S,0.999949872494,7006.36877758,15892.2857702
HSH,20080721043645.50,S,0.999947488308,7749.15539407,5262.64532839
QCH,20080704201859.00,S,0.999946832657,7825.11062626,48901.8418951
WXT,20080714035639.23,P,0.999940395355,13657.2015209,28647.7184921
MXI,20080722010346.85,S,0.999928832054,14200.548693,20813.9365016
MXI,20080714003323.09,S,0.999926507473,18754.3999497,15086.9588877
MXI,20080720191955.03,P,0.999906241894,23654.3365207,183484.356407
PWU,20080726232443.82,S,0.999890089035,31335.4144938,20050.8182313
PWU,20080721010713.78,P,0.999874830246,31522.7181509,49260.5444272
PWU,20080722140908.55,P,0.999869942665,33673.2268703,48063.4577136
MXI,20080727133219.46,P,0.999802708626,35860.1146181,229356.001836
PWU,20080724014233.56,P,0.999798893929,37576.0516416,75565.2931741
PWU,20080702142014.15,P,0.99977761507,42632.4225012,88526.5266091
WXT,20080731021707.09,S,0.999704957008,46111.340744,76925.5426041
PWU,20080705063536.89,P,0.999673247337,50107.8901552,37197.6478477
MXI,20080717133221.90,P,0.9996727705,55593.6358842,134035.648941
YZP,20080726052558.83,P,0.999544024467,56582.529235,527883.421075
PWU,20080725123715.47,P,0.999391674995,71967.4970582,118756.347547
PWU,20080720101109.69,S,0.999190688133,77516.4596885,33742.2110645
QCH,20080706032352.86,P,0.998659312725,78719.0639207,123657.863468
PWU,20080713190700.59,P,0.998644709587,90831.8702196,208181.649173
PWU,20080716005736.01,S,0.998433589935,113002.743805,99881.604592
MXI,20080725012511.57,S,0.997173666954,150154.374437,294557.846449
QCH,20080727145706.50,P,0.996550679207,158130.923982,1840933.6653
QCH,20080722054241.11,S,0.988914072514,158460.904712,183349.659093
YZP,20080704014236.49,P,0.986787557602,176189.614561,167567.649761
MXI,20080717225731.85,P,0.973748683929,201291.960688,62327.1949027
YZP,20080704075234.36,P,0.868743419647,208075.933982,254723.851665
YZP,20080702210024.25,S,0.99997228384,84.3947971591,44528.1616711
PWU,20080716054844.29,S,0.999971866608,173.324457036,4532.89979796
QCH,20080724045053.61,P,0.999970436096,701.853086929,89880.4538047
PWU,20080715205845.39,S,0.999970376492,704.828875406,8861.42958975
MXI,20080702043556.26,S,0.999968647957,799.872731802,1426.67558172
JMG,20080730060352.09,S,0.999966621399,995.90536353,267101.627158
QCH,20080719143813.53,S,0.999965846539,1031.3727074,183360.587503
XJI,20080722014836.00,S,0.999963462353,1583.50644056,25500.129149
MXI,20080722014826.03,S,0.99996060133,1661.65595786,19478.2703974
PWU,20080722211313.02,P,0.999960482121,1734.57289754,8357.29508476
MXI,20080708032409.06,P,0.999960005283,1996.85944135,6872.12701363
PWU,20080705060146.85,S,0.999959826469,2377.64333821,24037.4397591
JMG,20080713143214.08,S,0.99995726347,2524.73589446,6435.7017564
PWU,20080714010038.19,P,0.9999563694,3216.92374157,44235.6473178
PWU,20080721141718.17,S,0.999948441982,6153.04913233,46948.899073
MXI,20080730043542.85,S,0.999944627285,7278.8057036,9600.99812237
PWU,20080712021646.17,S,0.99993532896,11704.8631788,27804.3143456
MXI,20080705032524.85,S,0.999935209751,12515.7219738,10163.5206999
MXI,20080703051615.84,P,0.999924719334,15156.7904166,121185.755034
MXI,20080714181200.32,S,0.999914288521,16807.671059,107150.736445
MXI,20080716044413.60,P,0.999889850616,21229.2083274,24054.7463001
YZP,20080718091529.47,S,0.999883055687,26671.3213169,86506.4054823
PWU,20080706132346.03,P,0.999880313873,30704.0988981,489146.417254
MXI,20080723063912.17,S,0.999856591225,33174.3889043,28041.0895102
MXI,20080708222848.69,P,0.999789834023,34112.9872926,81091.3653875
QCH,20080729031809.15,P,0.999787867069,37368.9848858,6031.6723048
QCH,20080711232838.30,P,0.999692976475,38199.7366206,141094.618951
PWU,20080726195856.50,P,0.999637305737,40396.0640459,53174.0413094
MXI,20080719023925.52,S,0.999609947205,44536.8322709,18696.5990533
MXI,20080709011428.81,P,0.999587237835,53313.0291088,136688.64135
YZP,20080725024900.01,P,0.999385118484,63613.6750955,148920.860674
QCH,20080715214306.93,S,0.999316096306,65565.0532995,43148.022141
QCH,20080707121456.95,P,0.998760938644,71730.296383,72603.1610188
PWU,20080720101104.45,P,0.998070836067,77516.4596885,33742.2110645
MXI,20080705013823.04,P,0.997833251953,95114.0602942,60927.3321732
PWU,20080711031333.49,S,0.99690425396,134775.830931,155947.138904
WXT,20080719011954.01,P,0.96486634016,154818.734812,29382.9058842
XCO,20080702023207.82,P,0.887934863567,163366.377468,47686.6896757
JMG,20080730033832.00,S,0.999971389771,62.7593033296,1251.67568425
QCH,20080729060439.15,P,0.999970972538,85.9936342169,1850.30685394
JMG,20080723073032.05,S,0.999970138073,201.966577012,37721.4716982
MXI,20080724013503.02,P,0.99996972084,496.996387947,8621.92992154
QCH,20080703195226.10,P,0.99996817112,718.554383049,5226.58275378
QCH,20080721205504.49,S,0.999964654446,945.693807785,118232.920641
PWU,20080728214553.01,S,0.999962687492,1418.01632788,9140.45129869
MXI,20080729154038.10,S,0.999961555004,1543.97976668,20361.0761274
PWU,20080718231329.90,S,0.999959468842,1728.2751096,4396.30930003
MXI,20080717051658.84,S,0.999958574772,2165.80371812,4114.31006054
PWU,20080709004436.47,P,0.999956786633,2474.86428809,6962.78346199
JMG,20080725020251.90,S,0.999954879284,2758.52041856,23792.0418222
WXT,20080710061522.54,P,0.999952435493,3136.43115335,7943.81482801
JMG,20080718015623.84,S,0.999949812889,3189.66525872,15991.0202448
PWU,20080702095039.25,S,0.99994802475,3291.92611521,19948.2176547
PWU,20080709221558.00,P,0.999947071075,3416.47543812,29145.6289396
QCH,20080724051702.28,P,0.999945402145,5772.7624013,27019.8408542
MXI,20080708024500.18,P,0.999942660332,6614.85545689,6286.71992302
PWU,20080713022808.77,S,0.999934315681,11914.255308,57683.8587978
PWU,20080731000555.05,P,0.999931633472,12353.4556337,14041.1527072
MXI,20080703000509.09,S,0.999918282032,12360.0185347,409708.313485
PWU,20080714080213.63,P,0.999913811684,12534.4290144,48579.7333828
PWU,20080717022358.22,S,0.99991196394,13514.0667876,23108.2007296
PWU,20080707101635.12,P,0.99991106987,14384.4099767,188387.334937
WXT,20080722213652.77,P,0.999909520149,15713.2633699,106755.615645
MXI,20080718160257.32,S,0.99989759922,16614.9119897,212042.864744
PWU,20080706143853.50,P,0.999882698059,20636.3547971,31993.5597334
MXI,20080709002315.02,P,0.999873995781,21951.2632623,19433.2321271
PWU,20080724201643.26,P,0.999865293503,27569.7785454,154424.696329
PWU,20080702220548.60,P,0.999825000763,32830.7676871,125940.960414
MXI,20080726005406.69,P,0.999774217606,36005.1302748,40982.5918534
QCH,20080711232841.24,S,0.999619066715,38199.7366206,141094.618951
QCH,20080731033336.55,S,0.999513745308,48014.9141897,17989.0984022
WXT,20080705025233.85,S,0.999504268169,51548.5616403,249897.409072
YZP,20080703184521.74,S,0.999105453491,57723.378237,202359.551602
YZP,20080725024903.17,S,0.998485326767,63613.6750955,148920.860674
QCH,20080718203641.89,P,0.99716591835,74034.8422269,148654.605786
QCH,20080707062241.27,S,0.996124744415,109144.35187,42424.8831892
MXI,20080721153627.04,P,0.995840191841,111586.423417,85562.7367069
YZP,20080702220607.94,P,0.995784461498,116051.533044,23444.4975463
WXT,20080719012001.80,S,0.922584652901,154818.734812,29382.9058842
QCH,20080727145707.80,S,0.85916608572,158130.923982,1840933.6653
QCH,20080702214926.82,S,0.999970972538,31.9224420816,2222.00475772
YZP,20080728202825.61,S,0.99997061491,41.0068448563,12594.3319805
WXT,20080710140119.18,P,0.999969959259,100.804423228,5237.54922621
JMG,20080726070523.03,P,0.999969422817,109.641871414,1956.1569963
QCH,20080714013606.09,P,0.99996894598,455.079532877,957.507066696
QCH,20080726001938.04,P,0.999967157841,664.046508785,2220.66568505
PWU,20080704011918.09,S,0.999964416027,678.069452195,4087.03597259
PWU,20080709174956.93,S,0.999964118004,896.596710954,21545.6254048
HSH,20080728035915.60,S,0.999960303307,1059.93936813,2880.46748513
MXI,20080702144804.22,P,0.999959826469,1319.24896417,12861.197681
PWU,20080715053709.94,S,0.99995970726,1440.7716536,5782.08363968
JMG,20080728101742.74,S,0.999959170818,1485.24667708,123354.319849
QCH,20080722063805.21,P,0.99995803833,1624.68859544,4570.33668794
XJI,20080726052252.33,S,0.999956905842,1741.87558102,31586.4414928
QCH,20080720052251.18,P,0.999955236912,2104.63132925,6665.98042096
MXI,20080731094047.17,P,0.999951839447,2302.36586799,19503.4703712
PWU,20080725231354.82,S,0.999951004982,2612.35835227,11772.1861152
WXT,20080713104852.20,S,0.999950528145,2963.37847941,16185.3708175
JMG,20080722231705.77,S,0.999948382378,3000.72481185,10280.8932822
MXI,20080720000717.02,P,0.99994623661,3280.16088981,16460.0170532
PWU,20080704230337.93,S,0.999944806099,3468.98647085,24756.8084567
MXI,20080720170724.17,S,0.999944508076,5581.98424078,232920.709482
PWU,20080719124705.09,P,0.999937474728,6176.91038041,95254.998882
WXT,20080801030118.37,P,0.999934732914,6560.7663401,32251.7090008
MXI,20080708074612.84,S,0.999933898449,7267.59001168,15145.5927768
PWU,20080710063635.14,P,0.99993366003,10058.6075004,27710.6795002
QCH,20080704215732.85,P,0.999932527542,11322.1174531,4039.09934304
PWU,20080712220745.11,S,0.999921441078,11735.9980053,4968.11126094
PWU,20080731000558.82,S,0.999915540218,12353.4556337,14041.1527072
MXI,20080714022217.77,S,0.99991106987,12502.489592,12680.6060463
PWU,20080711230234.01,S,0.999905824661,15466.537019,12607.9386404
QCH,20080711031324.41,P,0.999885082245,15473.2904057,95394.6701385
MXI,20080729202648.82,S,0.999881982803,19805.8247935,116546.67903
PWU,20080714172656.27,P,0.999863266945,25424.9096019,22555.2701219
PWU,20080703030915.51,P,0.999846458435,27011.6090302,37497.5197426
PWU,20080728102441.14,P,0.999797701836,27581.5034755,142206.098337
MXI,20080707032659.46,P,0.999793171883,31243.2640211,51277.5571146
MXI,20080728051605.63,P,0.999771773815,31588.6563417,29134.1707588
MXI,20080722051456.56,P,0.999703526497,33878.3146518,17016.9847975
MXI,20080704193918.34,P,0.999505162239,45861.9810942,55656.8419154
WXT,20080731021659.20,P,0.999169945717,46111.340744,76925.5426041
SPA,20080706025035.90,P,0.999118328094,48661.5455501,54925.3063295
PWU,20080729064043.41,S,0.998912453651,51073.0950832,19018.3239226
YZP,20080724204821.33,S,0.998848617077,51416.4521504,100509.896903
YZP,20080726052603.49,S,0.998769283295,56582.529235,527883.421075
YZP,20080708235711.94,P,0.998717427254,57503.9449404,23739.2733991
MXI,20080720041123.35,P,0.996077775955,76293.1371494,150583.685029
MXI,20080719053054.78,P,0.995292425156,82158.3203571,16029.1385937
WXT,20080708031536.33,P,0.99259865284,109281.286332,94654.2493543
PWU,20080720210925.39,P,0.988633036613,113139.417669,77100.1496554
YZP,20080702220610.33,S,0.915286302567,116051.533044,23444.4975463
QCH,20080724194755.37,S,0.820206403732,127480.579893,76301.3669953
QCH,20080712025850.93,S,0.999969303608,24.164785192,1496.17206395
JMG,20080722020238.73,S,0.999968647957,349.901549536,8016.28125965
MXI,20080704004915.18,P,0.999968588352,350.244985928,3316.40178603
JMG,20080710063015.90,S,0.999967992306,414.441167239,9757.6618834
PWU,20080716002159.33,S,0.999965786934,534.877292154,24274.1097365
MXI,20080720113113.93,S,0.999962091446,871.586562757,30807.4164058
MXI,20080719204734.49,P,0.999959170818,891.307629765,63025.7499818
MXI,20080709194942.01,S,0.9999589324,1458.71558935,164914.033922
PWU,20080730030935.50,S,0.999955177307,1785.35477545,8333.28164973
MXI,20080720024324.25,S,0.999954342842,2063.8462343,119964.360203
QCH,20080724034447.07,P,0.99995046854,2150.10610657,8567.26135616
